c.entropy,m.entropy,block,participant,condition,symbol,c.ent.norm
0.918295834,1.584962501,0,da,Correspondence,s7,0.459147917
0,1.584962501,0,da,Correspondence,s3,0
0,0,0,da,Correspondence,s11,0
0,0,0,da,Correspondence,s14,0
0,1,0,da,Correspondence,s15,0
1,2,0,da,Correspondence,s5,0.5
0,1,0,da,Correspondence,s1,0
0,1.584962501,1,da,Correspondence,s3,0
0.918295834,1.584962501,1,da,Correspondence,s7,0.459147917
0,0,1,da,Correspondence,s14,0
0,1,1,da,Correspondence,s11,0
0,0,1,da,Correspondence,s15,0
0.918295834,1.584962501,1,da,Correspondence,s5,0.459147917
0,1,1,da,Correspondence,s1,0
0,0,1,da,Correspondence,s13,0
0,2,2,da,Correspondence,s3,0
0,1,2,da,Correspondence,s15,0
0,1,2,da,Correspondence,s11,0
0,1,2,da,Correspondence,s7,0
1,2,2,da,Correspondence,s5,0.5
0,1,2,da,Correspondence,s1,0
0,1.584962501,3,da,Correspondence,s3,0
0,0,3,da,Correspondence,s15,0
0,1,3,da,Correspondence,s11,0
0,1.584962501,3,da,Correspondence,s7,0
0.918295834,1.584962501,3,da,Correspondence,s5,0.459147917
0.918295834,1.584962501,3,da,Correspondence,s1,0.459147917
0,0,3,da,Correspondence,s9,0
0,1.584962501,0,db,Correspondence,s1,0
0,0,0,db,Correspondence,s3,0
0,0,0,db,Correspondence,s14,0
0,0,0,db,Correspondence,s9,0
0,0,0,db,Correspondence,s2,0
1.584962501,1.584962501,0,db,Correspondence,s16,0.792481251
0,0,0,db,Correspondence,s7,0
0,0,0,db,Correspondence,s1,0
0,0,0,db,Correspondence,s11,0
0,1,0,db,Correspondence,s13,0
0,0,0,db,Correspondence,s8,0
0,2,1,db,Correspondence,s1,0
1,1,1,db,Correspondence,s14,0.5
0,0,1,db,Correspondence,s16,0
0,0,1,db,Correspondence,s13,0
0,0,1,db,Correspondence,s2,0
0,0,1,db,Correspondence,s9,0
0,0,1,db,Correspondence,s3,0
0,0,1,db,Correspondence,s7,0
0,0,1,db,Correspondence,s12,0
0,0,1,db,Correspondence,s10,0
0,0,1,db,Correspondence,s6,0
0,0,1,db,Correspondence,s11,0
0,2,2,db,Correspondence,s1,0
0.811278124,2,2,db,Correspondence,s2,0.405639062
0,0,2,db,Correspondence,s4,0
0,1,2,db,Correspondence,s3,0
1,1,2,db,Correspondence,s9,0.5
0,0,2,db,Correspondence,s14,0
0,1,2,db,Correspondence,s16,0
0,2,3,db,Correspondence,s1,0
0,1.584962501,3,db,Correspondence,s2,0
1,1,3,db,Correspondence,s16,0.5
1,2.584962501,3,db,Correspondence,s9,0.5
0,0,3,db,Correspondence,s14,0
0,0,0,dc,Correspondence,s4,0
1,1,0,dc,Correspondence,s5,0.5
1,1,0,dc,Correspondence,s1,0.5
0,0,0,dc,Correspondence,s7,0
0,0,0,dc,Correspondence,s12,0
0,0,0,dc,Correspondence,s6,0
0,0,0,dc,Correspondence,s14,0
1,1,0,dc,Correspondence,s16,0.5
1,1,0,dc,Correspondence,s13,0.5
1,1,0,dc,Correspondence,s15,0.5
0,0,0,dc,Correspondence,s2,0
0,1,1,dc,Correspondence,s3,0
0,1,1,dc,Correspondence,s4,0
0,1,1,dc,Correspondence,s1,0
0,1,1,dc,Correspondence,s5,0
1,2,1,dc,Correspondence,s15,0.5
0.918295834,1.584962501,1,dc,Correspondence,s16,0.459147917
0,0,1,dc,Correspondence,s11,0
0,1,2,dc,Correspondence,s4,0
0,0,2,dc,Correspondence,s3,0
0,0,2,dc,Correspondence,s8,0
0,1.584962501,2,dc,Correspondence,s5,0
0,0,2,dc,Correspondence,s1,0
0.970950594,2.321928095,2,dc,Correspondence,s16,0.485475297
0,0,2,dc,Correspondence,s13,0
0,0,2,dc,Correspondence,s9,0
0,0,2,dc,Correspondence,s15,0
0,0,3,dc,Correspondence,s3,0
0,0,3,dc,Correspondence,s8,0
0,1,3,dc,Correspondence,s7,0
0,1.584962501,3,dc,Correspondence,s5,0
0,0,3,dc,Correspondence,s1,0
0,1,3,dc,Correspondence,s13,0
0.918295834,1.584962501,3,dc,Correspondence,s15,0.459147917
0.918295834,1.584962501,3,dc,Correspondence,s16,0.459147917
0.811278124,2,0,dd,Correspondence,s2,0.405639062
1,1,0,dd,Correspondence,s12,0.5
0.811278124,2,0,dd,Correspondence,s4,0.405639062
0,0,0,dd,Correspondence,s1,0
0,0,0,dd,Correspondence,s10,0
0,0,0,dd,Correspondence,s3,0
0,1,0,dd,Correspondence,s11,0
0,0,0,dd,Correspondence,s15,0
0,1,1,dd,Correspondence,s2,0
0,0,1,dd,Correspondence,s7,0
0,0,1,dd,Correspondence,s6,0
0,0,1,dd,Correspondence,s3,0
1,2,1,dd,Correspondence,s4,0.5
0,0,1,dd,Correspondence,s5,0
0,0,1,dd,Correspondence,s8,0
0,0,1,dd,Correspondence,s9,0
0,1.584962501,1,dd,Correspondence,s11,0
0,0,1,dd,Correspondence,s12,0
0,2,2,dd,Correspondence,s2,0
0.721928095,2.321928095,2,dd,Correspondence,s4,0.360964048
0,1.584962501,2,dd,Correspondence,s3,0
0,2,2,dd,Correspondence,s11,0
0,2,3,dd,Correspondence,s2,0
0,2,3,dd,Correspondence,s4,0
0,2,3,dd,Correspondence,s3,0
0,2,3,dd,Correspondence,s11,0
0,0,0,de,Correspondence,s3,0
1,1,0,de,Correspondence,s2,0.5
1,1,0,de,Correspondence,s4,0.5
1.5,2,0,de,Correspondence,s14,0.75
0,0,0,de,Correspondence,s6,0
0,0,0,de,Correspondence,s3,0
0,0,0,de,Correspondence,s12,0
0,0,0,de,Correspondence,s16,0
0,0,0,de,Correspondence,s13,0
0,0,0,de,Correspondence,s7,0
0,0,0,de,Correspondence,s15,0
0.811278124,2,1,de,Correspondence,s2,0.405639062
1,1,1,de,Correspondence,s8,0.5
0,0,1,de,Correspondence,s4,0
0,0,1,de,Correspondence,s6,0
0,0,1,de,Correspondence,s12,0
0,0,1,de,Correspondence,s9,0
0,0,1,de,Correspondence,s13,0
1,1,1,de,Correspondence,s15,0.5
0,1.584962501,1,de,Correspondence,s14,0
0,1,2,de,Correspondence,s3,0
0,1,2,de,Correspondence,s1,0
1,1,2,de,Correspondence,s7,0.5
0,0,2,de,Correspondence,s4,0
0,0,2,de,Correspondence,s6,0
0,0,2,de,Correspondence,s5,0
0,0,2,de,Correspondence,s9,0
0,0,2,de,Correspondence,s11,0
0,0,2,de,Correspondence,s16,0
0,1,2,de,Correspondence,s14,0
0,0,2,de,Correspondence,s10,0
0,0,2,de,Correspondence,s13,0
1.584962501,1.584962501,3,de,Correspondence,s2,0.792481251
1,1,3,de,Correspondence,s1,0.5
0,1,3,de,Correspondence,s4,0
0,0,3,de,Correspondence,s3,0
0,1,3,de,Correspondence,s6,0
0,0,3,de,Correspondence,s7,0
1,1,3,de,Correspondence,s13,0.5
0,0,3,de,Correspondence,s10,0
0,1,3,de,Correspondence,s14,0
1.5,2,0,df,Correspondence,s2,0.75
1,1,0,df,Correspondence,s7,0.5
1,1,0,df,Correspondence,s6,0.5
1,1,0,df,Correspondence,s1,0.5
0,0,0,df,Correspondence,s4,0
1,1,0,df,Correspondence,s9,0.5
0,0,0,df,Correspondence,s13,0
0,1,0,df,Correspondence,s11,0
0,1.584962501,1,df,Correspondence,s2,0
0,0,1,df,Correspondence,s6,0
0,1,1,df,Correspondence,s3,0
0.918295834,1.584962501,1,df,Correspondence,s7,0.459147917
0,0,1,df,Correspondence,s4,0
0,0,1,df,Correspondence,s12,0
1,2,1,df,Correspondence,s11,0.5
0,0,1,df,Correspondence,s15,0
0,1,2,df,Correspondence,s2,0
0,1,2,df,Correspondence,s6,0
0,0,2,df,Correspondence,s4,0
1,1,2,df,Correspondence,s16,0.5
0,1,2,df,Correspondence,s12,0
0,0,2,df,Correspondence,s3,0
0.721928095,2.321928095,2,df,Correspondence,s11,0.360964048
0,0,2,df,Correspondence,s7,0
0,1,3,df,Correspondence,s2,0
0,1,3,df,Correspondence,s6,0
0,0,3,df,Correspondence,s3,0
0,0,3,df,Correspondence,s1,0
0,0,3,df,Correspondence,s8,0
0,0,3,df,Correspondence,s12,0
0,1,3,df,Correspondence,s4,0
0.970950594,2.321928095,3,df,Correspondence,s11,0.485475297
0,0,3,df,Correspondence,s15,0
0,0,0,dg,Correspondence,s7,0
1,1,0,dg,Correspondence,s13,0.5
0,0,0,dg,Correspondence,s6,0
1,1,0,dg,Correspondence,s15,0.5
1,1,0,dg,Correspondence,s4,0.5
1,1,0,dg,Correspondence,s2,0.5
0,0,0,dg,Correspondence,s12,0
1,1,0,dg,Correspondence,s5,0.5
0,0,0,dg,Correspondence,s11,0
0,0,0,dg,Correspondence,s8,0
0,0,0,dg,Correspondence,s16,0
1,1,1,dg,Correspondence,s12,0.5
1.584962501,1.584962501,1,dg,Correspondence,s4,0.792481251
0,0,1,dg,Correspondence,s2,0
1,1,1,dg,Correspondence,s3,0.5
0,1,1,dg,Correspondence,s1,0
0,0,1,dg,Correspondence,s5,0
0,0,1,dg,Correspondence,s14,0
1,1,1,dg,Correspondence,s13,0.5
0,1,1,dg,Correspondence,s15,0
1,1,2,dg,Correspondence,s4,0.5
0,1.584962501,2,dg,Correspondence,s2,0
0,1,2,dg,Correspondence,s1,0
1,1,2,dg,Correspondence,s9,0.5
0,1,2,dg,Correspondence,s12,0
1,1,2,dg,Correspondence,s8,0.5
0,0,2,dg,Correspondence,s3,0
0,0,2,dg,Correspondence,s11,0
0,0,2,dg,Correspondence,s16,0
1.584962501,1.584962501,3,dg,Correspondence,s16,0.792481251
0,0,3,dg,Correspondence,s1,0
1.921928095,2.321928095,3,dg,Correspondence,s10,0.960964048
1,1,3,dg,Correspondence,s6,0.5
0,1,3,dg,Correspondence,s5,0
0,0,3,dg,Correspondence,s4,0
0,0,3,dg,Correspondence,s2,0
0,0,3,dg,Correspondence,s8,0
1,1,0,dh,Correspondence,s10,0.5
0,0,0,dh,Correspondence,s11,0
0,1,0,dh,Correspondence,s12,0
0,0,0,dh,Correspondence,s14,0
0,0,0,dh,Correspondence,s9,0
0,1,0,dh,Correspondence,s13,0
0,1,0,dh,Correspondence,s8,0
0.918295834,1.584962501,0,dh,Correspondence,s2,0.459147917
0,0,0,dh,Correspondence,s7,0
0,0,0,dh,Correspondence,s5,0
1,1,1,dh,Correspondence,s8,0.5
1,1,1,dh,Correspondence,s1,0.5
0,0,1,dh,Correspondence,s10,0
0,0,1,dh,Correspondence,s9,0
0,0,1,dh,Correspondence,s5,0
0,0,1,dh,Correspondence,s11,0
0,0,1,dh,Correspondence,s12,0
0,0,1,dh,Correspondence,s4,0
0,0,1,dh,Correspondence,s7,0
1,1,1,dh,Correspondence,s6,0.5
0,1.584962501,1,dh,Correspondence,s2,0
0,0,2,dh,Correspondence,s1,0
0,1.584962501,2,dh,Correspondence,s5,0
0,0,2,dh,Correspondence,s4,0
0,1,2,dh,Correspondence,s8,0
0,0,2,dh,Correspondence,s12,0
0,1,2,dh,Correspondence,s3,0
0,0,2,dh,Correspondence,s7,0
0,0,2,dh,Correspondence,s11,0
0,1,2,dh,Correspondence,s2,0
0,1,2,dh,Correspondence,s6,0
0,0,3,dh,Correspondence,s1,0
0,1,3,dh,Correspondence,s5,0
0,0,3,dh,Correspondence,s13,0
0,1,3,dh,Correspondence,s4,0
0,0,3,dh,Correspondence,s8,0
0,0,3,dh,Correspondence,s12,0
0,0,3,dh,Correspondence,s3,0
0,1.584962501,3,dh,Correspondence,s7,0
0,1,3,dh,Correspondence,s14,0
0,0,3,dh,Correspondence,s2,0
0,0,3,dh,Correspondence,s5,0
0,1,0,di,Correspondence,s12,0
1.5,2,0,di,Correspondence,s9,0.75
0,1,0,di,Correspondence,s7,0
0,0,0,di,Correspondence,s10,0
0,0,0,di,Correspondence,s8,0
0,0,0,di,Correspondence,s5,0
0.721928095,2.321928095,0,di,Correspondence,s11,0.360964048
0,0,1,di,Correspondence,s8,0
1,1,1,di,Correspondence,s5,0.5
0.918295834,1.584962501,1,di,Correspondence,s7,0.459147917
1,1,1,di,Correspondence,s9,0.5
0,1,1,di,Correspondence,s1,0
0.918295834,2.584962501,1,di,Correspondence,s11,0.459147917
0,2,2,di,Correspondence,s8,0
0,2,2,di,Correspondence,s7,0
0,1,2,di,Correspondence,s1,0
0.918295834,2.584962501,2,di,Correspondence,s11,0.459147917
0,1.584962501,3,di,Correspondence,s8,0
0.721928095,2.321928095,3,di,Correspondence,s7,0.360964048
0,1,3,di,Correspondence,s1,0
0.918295834,2.584962501,3,di,Correspondence,s11,0.459147917
0,0,0,dj,Correspondence,s14,0
0,0,0,dj,Correspondence,s2,0
0,1,0,dj,Correspondence,s4,0
0,0,0,dj,Correspondence,s7,0
0,0,0,dj,Correspondence,s6,0
0,0,0,dj,Correspondence,s12,0
0,0,0,dj,Correspondence,s8,0
0,1,0,dj,Correspondence,s15,0
0,0,0,dj,Correspondence,s9,0
0,0,0,dj,Correspondence,s8,0
0,1.584962501,0,dj,Correspondence,s13,0
0,0,0,dj,Correspondence,s16,0
0,0,1,dj,Correspondence,s3,0
0.918295834,1.584962501,1,dj,Correspondence,s7,0.459147917
0,0,1,dj,Correspondence,s2,0
0,0,1,dj,Correspondence,s4,0
0,0,1,dj,Correspondence,s6,0
1,1,1,dj,Correspondence,s12,0.5
0,1,1,dj,Correspondence,s11,0
0.918295834,1.584962501,1,dj,Correspondence,s16,0.459147917
0,0,1,dj,Correspondence,s15,0
0,0,1,dj,Correspondence,s13,0
0,1,2,dj,Correspondence,s2,0
0,1,2,dj,Correspondence,s4,0
0,0,2,dj,Correspondence,s7,0
0,0,2,dj,Correspondence,s10,0
0,0,2,dj,Correspondence,s8,0
1.5,2,2,dj,Correspondence,s12,0.75
0,0,2,dj,Correspondence,s11,0
0,0,2,dj,Correspondence,s9,0
0,1,2,dj,Correspondence,s13,0
0,0,2,dj,Correspondence,s16,0
0,1,3,dj,Correspondence,s2,0
0,1,3,dj,Correspondence,s4,0
0,0,3,dj,Correspondence,s7,0
0,0,3,dj,Correspondence,s6,0
0,1,3,dj,Correspondence,s8,0
0,0,3,dj,Correspondence,s15,0
0,0,3,dj,Correspondence,s14,0
0,0,3,dj,Correspondence,s9,0
0,0,3,dj,Correspondence,s12,0
0,0,3,dj,Correspondence,s13,0
0,1.584962501,3,dj,Correspondence,s16,0
0,0,0,dk,Correspondence,s3,0
0.918295834,1.584962501,0,dk,Correspondence,s2,0.459147917
0,0,0,dk,Correspondence,s4,0
0.811278124,2,0,dk,Correspondence,s1,0.405639062
0,0,0,dk,Correspondence,s9,0
0,0,0,dk,Correspondence,s13,0
0,0,0,dk,Correspondence,s16,0
0,1,0,dk,Correspondence,s15,0
0,0,0,dk,Correspondence,s13,0
0,0,0,dk,Correspondence,s14,0
0.970950594,2.321928095,1,dk,Correspondence,s2,0.485475297
0.918295834,1.584962501,1,dk,Correspondence,s1,0.459147917
0,1,1,dk,Correspondence,s12,0
0,0,1,dk,Correspondence,s2,0
0.918295834,1.584962501,1,dk,Correspondence,s15,0.459147917
0,0,1,dk,Correspondence,s16,0
0,0,1,dk,Correspondence,s13,0
0,2,2,dk,Correspondence,s2,0
1,2.584962501,2,dk,Correspondence,s16,0.5
1,1,2,dk,Correspondence,s15,0.5
0,1.584962501,2,dk,Correspondence,s1,0
0,0,2,dk,Correspondence,s4,0
0,2,3,dk,Correspondence,s2,0
0.811278124,2,3,dk,Correspondence,s16,0.405639062
0,0,3,dk,Correspondence,s4,0
0,0,3,dk,Correspondence,s3,0
0,1.584962501,3,dk,Correspondence,s15,0
0,1.584962501,3,dk,Correspondence,s1,0
1.985228136,3.807354922,0,dl,Correspondence,s13,0.992614068
0,0,0,dl,Correspondence,s15,0
0,0,0,dl,Correspondence,s16,0
1.392147224,3.169925001,1,dl,Correspondence,s13,0.696073612
0.918295834,1.584962501,1,dl,Correspondence,s12,0.459147917
0,1,1,dl,Correspondence,s2,0
0,0,1,dl,Correspondence,s4,0
0,0,1,dl,Correspondence,s14,0
0,1.584962501,2,dl,Correspondence,s14,0
0,0,2,dl,Correspondence,s6,0
0,1.584962501,2,dl,Correspondence,s13,0
0,0,2,dl,Correspondence,s15,0
0,0,2,dl,Correspondence,s11,0
0,0,2,dl,Correspondence,s7,0
1,1,2,dl,Correspondence,s12,0.5
0,0,2,dl,Correspondence,s9,0
0,1,2,dl,Correspondence,s4,0
0,0,2,dl,Correspondence,s8,0
0,0,3,dl,Correspondence,s2,0
0,0,3,dl,Correspondence,s14,0
0,1,3,dl,Correspondence,s6,0
0,1,3,dl,Correspondence,s13,0
0,1,3,dl,Correspondence,s9,0
0,0,3,dl,Correspondence,s15,0
0,1.584962501,3,dl,Correspondence,s11,0
0,1,3,dl,Correspondence,s4,0
0,1,3,dl,Correspondence,s8,0
0,0,0,dm,Correspondence,s2,0
0,0,0,dm,Correspondence,s4,0
0,1,0,dm,Correspondence,s1,0
0,1,0,dm,Correspondence,s14,0
0,0,0,dm,Correspondence,s13,0
0,0,0,dm,Correspondence,s15,0
0,0,0,dm,Correspondence,s5,0
0,0,0,dm,Correspondence,s8,0
0,0,0,dm,Correspondence,s9,0
1,1,0,dm,Correspondence,s12,0.5
0,1,0,dm,Correspondence,s10,0
0,0,0,dm,Correspondence,s11,0
1,1,1,dm,Correspondence,s2,0.5
1,1,1,dm,Correspondence,s1,0.5
0,0,1,dm,Correspondence,s3,0
1,1,1,dm,Correspondence,s4,0.5
0,0,1,dm,Correspondence,s16,0
0,0,1,dm,Correspondence,s6,0
0,0,1,dm,Correspondence,s8,0
0,0,1,dm,Correspondence,s12,0
1,1,1,dm,Correspondence,s10,0.5
0,1,1,dm,Correspondence,s11,0
0,0,1,dm,Correspondence,s9,0
1,1,2,dm,Correspondence,s2,0.5
0,1,2,dm,Correspondence,s3,0
1,1,2,dm,Correspondence,s4,0.5
0,0,2,dm,Correspondence,s16,0
0,0,2,dm,Correspondence,s15,0
0,0,2,dm,Correspondence,s6,0
0,0,2,dm,Correspondence,s8,0
0,0,2,dm,Correspondence,s11,0
1,1,2,dm,Correspondence,s12,0.5
0,1.584962501,2,dm,Correspondence,s10,0
0,0,3,dm,Correspondence,s2,0
0,1,3,dm,Correspondence,s3,0
0.918295834,1.584962501,3,dm,Correspondence,s14,0.459147917
0,0,3,dm,Correspondence,s16,0
0,0,3,dm,Correspondence,s15,0
0,1,3,dm,Correspondence,s6,0
1,1,3,dm,Correspondence,s12,0.5
0,0,3,dm,Correspondence,s11,0
0,1.584962501,3,dm,Correspondence,s10,0
0.918295834,1.584962501,0,dn,Correspondence,s14,0.459147917
0,0,0,dn,Correspondence,s12,0
1,1,0,dn,Correspondence,s11,0.5
0,0,0,dn,Correspondence,s6,0
0,0,0,dn,Correspondence,s15,0
0,1,0,dn,Correspondence,s2,0
0,0,0,dn,Correspondence,s16,0
0,0,0,dn,Correspondence,s4,0
0,1,0,dn,Correspondence,s1,0
0,0,0,dn,Correspondence,s8,0
0,0,0,dn,Correspondence,s9,0
1.584962501,1.584962501,1,dn,Correspondence,s16,0.792481251
0,0,1,dn,Correspondence,s11,0
0,0,1,dn,Correspondence,s3,0
0,0,1,dn,Correspondence,s8,0
0,0,1,dn,Correspondence,s15,0
1,1,1,dn,Correspondence,s14,0.5
1,1,1,dn,Correspondence,s5,0.5
0,0,1,dn,Correspondence,s10,0
1,1,1,dn,Correspondence,s7,0.5
0,1,1,dn,Correspondence,s1,0
0,0,2,dn,Correspondence,s15,0
0,0,2,dn,Correspondence,s8,0
0,0,2,dn,Correspondence,s3,0
1,1,2,dn,Correspondence,s11,0.5
0,0,2,dn,Correspondence,s2,0
0,0,2,dn,Correspondence,s6,0
0,1,2,dn,Correspondence,s10,0
0,0,2,dn,Correspondence,s14,0
0,0,2,dn,Correspondence,s9,0
1,1,2,dn,Correspondence,s5,0.5
0,1,2,dn,Correspondence,s7,0
0,0,2,dn,Correspondence,s1,0
0,0,3,dn,Correspondence,s15,0
0,0,3,dn,Correspondence,s11,0
0.918295834,1.584962501,3,dn,Correspondence,s7,0.459147917
0,0,3,dn,Correspondence,s14,0
0,0,3,dn,Correspondence,s2,0
0,0,3,dn,Correspondence,s6,0
0,0,3,dn,Correspondence,s8,0
0,0,3,dn,Correspondence,s16,0
0,0,3,dn,Correspondence,s9,0
1,1,3,dn,Correspondence,s5,0.5
0,1,3,dn,Correspondence,s1,0
0,0,3,dn,Correspondence,s4,0
0,0,0,do,Correspondence,s14,0
0,1.584962501,0,do,Correspondence,s10,0
0.721928095,2.321928095,0,do,Correspondence,s13,0.360964048
0,1.584962501,0,do,Correspondence,s15,0
0,0,0,do,Correspondence,s16,0
0,1,0,do,Correspondence,s1,0
0,0,0,do,Correspondence,s5,0
0,1,1,do,Correspondence,s14,0
0,1,1,do,Correspondence,s10,0
0,1,1,do,Correspondence,s13,0
0.918295834,1.584962501,1,do,Correspondence,s11,0.459147917
0,0,1,do,Correspondence,s9,0
0,0,1,do,Correspondence,s15,0
0.918295834,1.584962501,1,do,Correspondence,s6,0.459147917
0,1,1,do,Correspondence,s1,0
0,1,2,do,Correspondence,s13,0
0,1,2,do,Correspondence,s10,0
0,1,2,do,Correspondence,s1,0
1.5,2,2,do,Correspondence,s6,0.75
0,0,2,do,Correspondence,s9,0
0,0,2,do,Correspondence,s15,0
0,1,2,do,Correspondence,s11,0
0,1,2,do,Correspondence,s2,0
0,1,3,do,Correspondence,s13,0
0,1,3,do,Correspondence,s5,0
0,0,3,do,Correspondence,s16,0
0,0,3,do,Correspondence,s12,0
0,1,3,do,Correspondence,s9,0
0,1,3,do,Correspondence,s15,0
0,1,3,do,Correspondence,s11,0
0,1,3,do,Correspondence,s2,0
0,1,3,do,Correspondence,s6,0
1.584962501,1.584962501,0,cb,Dialogue,s3,0.792481251
1.5,2,0,cb,Dialogue,s16,0.75
1.5,2,0,cb,Dialogue,s15,0.75
0,1.584962501,0,cb,Dialogue,s14,0
0,1,0,cb,Dialogue,s11,0
0,2,1,cb,Dialogue,s16,0
0,2,1,cb,Dialogue,s14,0
0,2,1,cb,Dialogue,s15,0
0,2,1,cb,Dialogue,s11,0
0,2,2,cb,Dialogue,s16,0
0,2,2,cb,Dialogue,s14,0
0,2,2,cb,Dialogue,s15,0
0,2,2,cb,Dialogue,s11,0
0,2,3,cb,Dialogue,s16,0
0,2,3,cb,Dialogue,s14,0
0,2,3,cb,Dialogue,s15,0
